Tweet,Offensive,Hate
 يا ماجد مساعد يا ناءب يا رجال ما يجي مثل شرواك ايت اشكوك حتي لو قالو تضخمت عندك الاموال انت ملكت من الطيب حزمه صكوك ,NOT_OFF,NOT_HS
 يا زول يا راءع ومهموم يا مضيع ضي عينيك وراك واقف حاحاي النوم يا مستف رءه الدنيا شهيق ومشحتف روح الخرطوم اعتصام القياده ا ,NOT_OFF,NOT_HS
في وجودك ليه انا اكمل كلامي اعشقك من الفرح لين العنا اشبهك في كل شي الا الاسامي يا انا يا انت يا انت انا ️ ️🎻,NOT_OFF,NOT_HS
 صباح الثلاثاء حبيبي يا ساحر البسمه يا اهلي سلطان الهيبه فلتسمع صدق اقوالي همس كلما تي انت ملك الانديه انت سيد الانديه و ,NOT_OFF,NOT_HS
ابي يا نعمتي الراحله و يا اطهر قلب ذهب بلا عوده لقد تركت فراغ بقلبي لا يسده احد رحم اله روحا هزني الحنين اليها الهم ارحم اغلي ما فقدت ,NOT_OFF,NOT_HS
ياليله يا كءيبه يا حزينه يا ثقيله عدي ,NOT_OFF,NOT_HS
 الاتحاد النصر يا اتهاد يا اتهاد يا اتهاد ياتهاد باكلك هبه هبه باكلك اكل البرشومي 😂,NOT_OFF,NOT_HS
 فين يا حراميه يا نصابين يا لصوص ,OFF,NOT_HS
 يا ليتكم يا اهل الوفا ما تموتون و لا الردي حتي المنايا تعافه,NOT_OFF,NOT_HS
 شهرج ياشعاع الضو في ظلماي يا اخر طريقي ياحقيقي في زمن كذاب يا اجمل فرج يا اكبر الابواب في تاريخ ضيقي ️,NOT_OFF,NOT_HS
يا عمري يا بو شعر ثاير 😭💛,NOT_OFF,NOT_HS
 هي مش هتلحق تكمل باقي طلباتها عشان هتكون يا في المستشفي يا اما بتغسل علشان حتي كلمه طالق مش هتسمعها من شده الغضب ,NOT_OFF,NOT_HS
 يا دان يا بليزريان عيب كدا راعي شعورنا 😂💔 ,NOT_OFF,NOT_HS
الهم صفي قلوبنا واغسل ذنوبنا واستر عيوبنا وزكي نفوسنا الهم اجعلنا من طاب ذكرهم وحسنت سيرتهم واستمر اجرهم في حياتهم وبعد موتهم الهم يا ودود يا ودود اسالك لي ولاحبتي لذه السجود ودعاء غير مردود وفرج ورحمه منك يامعبود وابعد عني وعنهم البلاء 💕,NOT_OFF,NOT_HS
 صباح الورد يا بن العم يا مرحبا بالغالي🌹,NOT_OFF,NOT_HS
يا البعيد الي هناك يا القريب الي هنيا💕,NOT_OFF,NOT_HS
شخصيه خياليه محونه حقوق الماحين انسان حقيقي محون يا محون يا حيوان تعال اقطع لك زبك حتي لو جحر فار تبغا تنيكو يا محون قال نفسي اتمتع قال,OFF,NOT_HS
 اصعد يا صوت الشعب اصعد يا حبيب الشعب اسقاط القروض ليوم ,NOT_OFF,NOT_HS
 مش دي برضه الي قالت يا صغنونه يا صغنونه بكره نابك يجي علي شونه 😂,NOT_OFF,NOT_HS
 يا جدعان العلق دا لسه بيقولي هذاكر الاسءله كفايه و راح فتح تويتر يا فاشل يا فاشل يا فاشل يا فاشل 😂,OFF,NOT_HS
 اعلامي هلالي وش ترجي منه اي واله الي قال محمد العويس حراق🔥حارق قلبك يا زقان يا المطيويع من حرق عساه لحرق يا رب جعلني اشوف فيك يوم اسود انت وعاءلتك يا ابن الكلب,OFF,NOT_HS
يا مذهله مدري يا بنت النور غيبتك ما ملت مكابرها طال السفر يا حبي المغرور وصلتي اشواقي لاخرها ترا الصبر والموعد المهجور يقتل هوي النفس ومشاعرها انتي قصيده بكت الجمهور وشلون اجل سوت بشاعرها💛 ,NOT_OFF,NOT_HS
 ما شاء اله تبارك اله عساك عالقوه يا بطل و لافضل يا رب,NOT_OFF,NOT_HS
هما بيعملوا ايه انت يا حيوان انت يا اطرش انا بسقط هنا ,OFF,NOT_HS
 انت والتيم بتاعك يا عبيد الفولورز يا سفله اهلي كمل الصداره,OFF,NOT_HS
 يا لبناني يا فضلات الاستعمار الفرنسي البنانين بالخليج يشغلون نسوانهم عاهرات,OFF,HS
 كل حركه كل همسه كل فكره كل نيه كل كلمه كل لحظه حتسجل ف كتاب و محسوبه يا علينا يا لنا لازم نستوعب انه ورانا الكثي ,NOT_OFF,NOT_HS
يا كبر الفقد و يا قله الحيله 💔,NOT_OFF,NOT_HS
 يا افنان يا نفسيه عيب عليك,NOT_OFF,NOT_HS
 اشرس مشكل بتاريخ لبنان علي الجديد😂لك شو هالاسمو لك روح يا يا يا يا روح يا 😂 لهون وبس,NOT_OFF,NOT_HS
ف يا ربي يا رحمن تجمع شملنا قبل المات ولو بيوم واحد,NOT_OFF,NOT_HS
امي احبك يا حبه الرمان يا السما الزرقاء الصافيه يا اجمل ما في الوجود يا من حضنها امن وامان واطمءنان لا حرمني اله منك ابدا يا سب سعادتي وعافيتي وبهجتي لولاك ما كان لحياتي معني احبك واتمني رضاك عني,NOT_OFF,NOT_HS
المفروض يكون الشوق عادل يا يمر القلبين يا انو ولا واحد ,NOT_OFF,NOT_HS
 واياك يا رب ويسعدك يا داليا ,NOT_OFF,NOT_HS
تذاكر يا هانم تذاكر يا بيه بالكلمات باداء خيالي ل عبير الشاذلي ,NOT_OFF,NOT_HS
 يا قدس يا مدينه الاحزان يا دمعه كبيره تجول في الاجفان من يوقف العدوان عليك يا لءلءه الاديان من يغسل الدماء عن حجاره الجدران من ينقذ الانجيل من ينقذ القران ,NOT_OFF,NOT_HS
ايش الاكل الحلو ذا ياسميه تسلم يدك ياعسل ياقشطه ياحلوه ياسكره يا طباخه يا فنانه يا كل شي💛 ,NOT_OFF,NOT_HS
 ,NOT_OFF,NOT_HS
يا ام العيون الخجلا يا نبض صدر نجد العذيه 🌿 ,NOT_OFF,NOT_HS
 فين يا ابن القحبه يا معرص السودان مش هيعملوا اي شي من مخطكم هاهاهاهاها و لسه يا خونه,OFF,NOT_HS
حقيقي ✋️ حلو انك ميجيش فيك اجوان عشان متخسرش ده بديهي يعني بس حرفيا الزمالك بيطلع دين امي قدام و مش حلو نفضل ماشين بمبدا يا نكسب يا نتعادل المهم منخسرش ,OFF,NOT_HS
 الحقهم يا مهدي الحقهم يا مهدي الحقهم يا مهدي الحقهم يا مهدي الحقهم يا مهدي الحقهم يا مهدي الحقهم يا مهدي 😁🐒 ,NOT_OFF,NOT_HS
 لازم تراعو مشاعر الناس الي بمليون مود ف الدقيقه الي يا بتكلم كتير يا بتسكت خالص الي مكن يومهم يتقفل بكلمه الي اقل حاج ,NOT_OFF,NOT_HS
 انا هالفتره يا نايمه يا فيني نوم يا بنام ,NOT_OFF,NOT_HS
 اه كدب وتزوير لان الحكم جه علينا وعليكوا احسب كوره اغادير واحسب كوره ابراهيم حسن هنتاهل ب اطرد علاء واطرد قصاده الاعب رقم مش حراق برضه يا نمس انت يا نمس مال الحكم والمخرج بقي بتاهل الزمالك المستحق او الغير مستحق,NOT_OFF,NOT_HS
 بطلو انانيه يا شعب يا انصرافي ويلا علي صفوف عيشكم وبنزينكم,OFF,NOT_HS
صباح الخير يا مصحصح يا عسل يا ورد متفتح انا ابي نهاري خير قلت برقمك اتصبح صباح الاثنين,NOT_OFF,NOT_HS
كملنا سنتين مع بعض يا اجمل اقداري يا اجمل ماحصل بدنياي ياحاجه ضوت سنين عمري سنتين وانا عايشه بالهنا كملنا سنتين بحلوها💙 ,NOT_OFF,NOT_HS
 اله عليكي اله يا بنت مصر يا مقاتله يا شريفه,NOT_OFF,NOT_HS
 ورجعت الصداره لزعيمها يا رب تم يا رب تم يا رب تم,NOT_OFF,NOT_HS
يا اجمل الايام يا يوم الخميس يا اروع واجمل يوم بعيون الملا يا دره الاسبوع ياليوم النفيس الكل بقدوم يرحب يا هلا هلا بالخميس ,NOT_OFF,NOT_HS
 عليك لعنه اله يا فتنه الفتنه اشد من القتل انت محرض من النوع الاخوانجي سلمان الحزم سلمان الانسانيه سلمان من دمر كم يا اخوانجي يا شيعي يا ابن موزه عاش سلمان الحزم عاش عاش ملك العرب ,OFF,HS
يا وصفه الحب يا دكتوري و طبي💘,NOT_OFF,NOT_HS
 🌹 🌸 يا امين اله يا شمس الهدي يا امام الخلق يا بحر الندي 🌸 🌸 عجلن عجل فقد طال المدي واضمحل ,NOT_OFF,NOT_HS
ياما قالو الهوا غلاب ولا مره حسبنا حساب نبعد يا هوي يا هوي يا هوي 🖤,NOT_OFF,NOT_HS
يا من اسمه دواء وذكره شفاء وطاعته غني ارحم من راس ماله الرجاء وسلاحه البكاء يا سابغ النعم يا دافع النقم يا نور المستوحشين في الظلم يا عالما لا يعلم صل علي محمد وال محمد صباح الخير,NOT_OFF,NOT_HS
 يا بعد هالدنيا يا مجيد ️ ️,NOT_OFF,NOT_HS
صبحت بالخير يا رمش اتذري به يا قلب احبه ولا لي عن طريقه مفر,NOT_OFF,NOT_HS
 يا ابا الحسن يا علي بن الحسين يا زين العابدين يا بن رسول اله يا حجه اله علي خلقه ,NOT_OFF,NOT_HS
 اولا يا ابن الشرموطه السعوديه ليش تكلم مصري يمكن امك ناكها حارس العماره المصري جنبكم مسكينه مبس داعس علي وجوهكم يا كلاب يا بدو يا معفنين تبي فلوس علي تاكلكم من عرق طيزها ه واله لاجيك يا ابن الشرموطه البدويه لانيك و احشي كس,OFF,HS
 يا بجم يا عجم يا نجم كلنا فالهوا سوا,OFF,NOT_HS
 ربي يا قابض يا باسط يا معطي ارزقني رزقا واسعا عاجلا غير اجل وهب لي من لدنك ملكا ورزقا تذهل به الاعين وتفرح له الانفس وتذك ,NOT_OFF,NOT_HS
صاحباتي و اقاربي الي من نفس عمري و عايشين و مستقرين برا المنكوبه عايشين حياتهم و ينك يا سفر يا سياحه يا تجارب يا تعليم يا لغات عايشين عمرهم بجد و بكل تجاربه حب حزن خساره الا انا نقعد نحسب امتي بتصير حرب تانيه من بيخش علي من و من بيطهر و يحر من قعدت في نفس الدوامه ,NOT_OFF,NOT_HS
 ده احنا حاجه فظيعه يا شيخه يا ساتر علينا 🤣,NOT_OFF,NOT_HS
يا مبتدا يا منتهي يا اخري يا اولي💙,NOT_OFF,NOT_HS
 فز يا خفاق و اهدا يا شعور واحتفظ في كل وقتك بالوقار لو يفوح العود الازرق بالبخور ولو يذكرك المسا شوق النهار فيك لا ي ,NOT_OFF,NOT_HS
 اليورباليغ بياخذه يا ارسنال يا تشيلسي خذها مني وتاهلنا لرابع مابيكون له فايده,NOT_OFF,NOT_HS
يعني ما افهم حقيقي تضاربوا يعني خلاص حنكون زيهم حفلهم كان بقاعه والاهالي كلهم موجودين واحنا بمدرسه وبس شخص واحد يا ام يا اخت تجي معك واحس يارب انك تلعنها اذا حتي علي الاشياء الحلوه تنكد علينا فيها الجزمه,OFF,NOT_HS
 انفروا يا رجال اله يا كل واثق ندحر العاصفه يا عز قوم اصيله في زمان الكرامه بل و كشف الحقايق با نخوض المعارك ,NOT_OFF,NOT_HS
يا تري مخبيلنا ايه يا چون سنو انت و الكلبوبه الي جنبك دي,OFF,NOT_HS
 شكلك فرحان يا عبدالرحمن يا اخي انت يهودي و لا ايش ملتك مستحيل تكون مسلم,OFF,HS
 بلوك يا برنس يا خويا ومالوا مش عيب 😀,NOT_OFF,NOT_HS
 واحد يسال لبنانيه ايش اسمك قالت يارا ياسين وانته شو اسمك قال يا حاء يا جيم 😂 🏃 من الامراض التي ليس لها علا,NOT_OFF,NOT_HS
 يا اوباما يا جبان يا عميل الامريكان 😂,OFF,NOT_HS
 يا ساتر يا ساتر يا ساتر ,NOT_OFF,NOT_HS
يا تكون قد الحياه يا تعيش وحيد وسط الدروب 💔 ,NOT_OFF,NOT_HS
 اهل اول يا فل يا كادي يا كمل,NOT_OFF,NOT_HS
بقيلك قلقانه وانت تفوت تنام يا سلام علي حبك يا سلام,NOT_OFF,NOT_HS
يا علاج الروح يا غايه فوادي🖤 ,NOT_OFF,NOT_HS
 هل مازال يوجد مدنيون بعد قتلكم لهم وتدمير بيوتهم يا قتله يا عملاء يا ماجورين يا عبيد الامارات ومصر والس ,OFF,HS
يا صباح الخير يا صباح الحب يا صباح الربيع 💛😎 عيش الان ,NOT_OFF,NOT_HS
اواه يا ضحكتك واواه يا ظني كم مره قلت ما احبه وانا احبه,NOT_OFF,NOT_HS
اسحب مارسيال وعطنا لوكاكو يا سولشاير يا بزر يا زق,OFF,NOT_HS
 صباح الخير يا مصر صباح الخير يا ام الدنيا ,NOT_OFF,NOT_HS
 يا هند يا قمر وانتي طيبه يا حياتي 💖 وانا كمان واله مبسوطه اني عرفتك جدا,NOT_OFF,NOT_HS
 ربنا معانا كلنا ويهديكي ويصلح حالك يا سوما يا بنت ام سوما ⁦😂,NOT_OFF,NOT_HS
 احلي فاصل يا فيصل واحلي سلطنه يا سلطان💔 الشباب ,NOT_OFF,NOT_HS
 معاد يمديك تغيرين الموضوع ه يا سلقه يا حمير 🦓 طبعا بدري عليك تفهمين وش قصدي 💦الخلا,OFF,NOT_HS
 من صورته تخاف دول وجيوش مهيب زربتن متجمعه وسط قمامه عز يا اميرنا يا امير الشباب حارقهم وجايب لهم غصه حي ذا الراس ,NOT_OFF,NOT_HS
مسلسل سقوط ايه يا ايمن يا كاشف يا خول ,OFF,NOT_HS
 يوه يا القوه يا النيلو عقبال كل المواد ️,NOT_OFF,NOT_HS
اله ياخذك يا اليغري يا جبان يا حمار,OFF,NOT_HS
اله يرحمك و يغفرلك يا امي يا اطيب و احن قلب كان في الدنيا 💔,NOT_OFF,NOT_HS
 بعد اذنك يا شيخنا يا ريت تفسير ل قهر الرجال اكثر و جزاك اله عنا كل خير,NOT_OFF,NOT_HS
 صباحكم ورد يا صباح الورد يا ورد الصباح ياصباح فيه روحي هايمه عجلي فزي تري كلي جراح وش يفيد الصبح وانت ,NOT_OFF,NOT_HS
 يا لهوي يا لهوي يا لهوي بقي ️ قنبله حب 🙈 ️,NOT_OFF,NOT_HS
 استودعتك الهم نفسي و اهلي و احبتي و جميع ما وهبتني و اعطيتني في امانتك و حفظك يا خير حافظ و يا ارحم الراحمين,NOT_OFF,NOT_HS
ما ادري اقول يا حظه بالرياض ولا يا حظ الرياض فيه ️ ️ ️ ,NOT_OFF,NOT_HS
يا معاليك يا استاذ يا بش مهندس يا مواطن يا حضره المسءول لايمتي السكوت اذا خايفين يبطلوا يستوردو من عنا انا بغطي النقص بميزان التجاره بس احكو كلمه عالقليله ,NOT_OFF,NOT_HS
يا ديفيد يا لويز يا خول,OFF,NOT_HS
يا رب يخليكي يا ست الكل ويجعل ختام اليوم انتصار زمالكاوي ونفرح كلنا ان شاء اله 🌹 ,NOT_OFF,NOT_HS
 يا هلي يا روح داري يا شموخي يا علوي يا بقاءي يا ازدهاري احبك اله يديمك ولا يحرمنا منك 🤴🏻 ️,NOT_OFF,NOT_HS
 يا كل عمري يا ابتهاجي يا فرحي يا من نبض لاجله خفوقي بالاضلاع ️,NOT_OFF,NOT_HS
تصرفاتي في الحياه يا اجي كلي مندفعه يا اختفي تماما الوسطيه اسمع عنها بس ماحصل لي شرف لقاءها حتي الان,NOT_OFF,NOT_HS
يا ليلي يا ليلا ليه النفس بقت شايله 😂,NOT_OFF,NOT_HS
اه يا اتي يا اتي يا زين اه يا اتي يا ضي العينين جده تغنت واطربت يا فرحها شعارك البراق زاد بحسنها اتحاد العب واحنا لك سند 💛 الاتحاد النصر ,NOT_OFF,NOT_HS
يا ريم يا سارح قلبي معك رايح تري الهوا جارح حرام تجافينا ,NOT_OFF,NOT_HS
قلن يا قمر ما نسينا يا قمر روح قلن,NOT_OFF,NOT_HS
 يا راشد يا مقرف يا جبان لاسف هذه تسمي خسه من شخص احمق,OFF,NOT_HS
يا كم مرو علي يا غاليه غالين ما هم ب كرام بس مرو مرور اكرام,NOT_OFF,NOT_HS
 يا وليفي وميلافي يا جر الونه ودقه عود ,NOT_OFF,NOT_HS
يا انا سخيفه يا الفيديوات صج تضحك😂,NOT_OFF,NOT_HS
ازاي يا حبيبي يا عمري يا اغلي الناس في عنيا ,NOT_OFF,NOT_HS
 يا جماعه يا جامع يا رقيب ,NOT_OFF,NOT_HS
 كوفيان با ظهور حسين ع و ما با غيبت تو امتحان شديم براستي كداميك سخت تر است ظهور يا غيبت العجل يا مولا ,NOT_OFF,NOT_HS
يا نعلي يا حضي لسود 🖤,OFF,NOT_HS
يا فرحتي يا سلوتي يا ضحايا,NOT_OFF,NOT_HS
يارحيم ياكريم يا قوي يا متين يا عليم يا قدير يامن لا اله غيره ياحي يا قيوم ,NOT_OFF,NOT_HS
 انا هنا شبيت يا وطني زيك ما لقيت يا وطني انا بفخر بيك يا وطني بالروح افديك يا وطني ️💚🖤 ️💚🖤,NOT_OFF,NOT_HS
 مهو يا تلعبو بروح التيشرت يا تمشو الاهلي مبيوقفش ع حد كان وقف ع صالح سليم وتريكه والخطيب كان وقف ع كتير 💪✊👏👑 ال ,NOT_OFF,NOT_HS
مبروك يا رجال مبروك يا كبير مبروك يا عميد وفالكم البقاء 🖤💛 ,NOT_OFF,NOT_HS
 نزلت امبارح وشكلي مش هروح تاني اه يا ضلوعك يا رضا بموت 😭,NOT_OFF,NOT_HS
يا الخرطوم يا العندي جمالك جنه رضوان طول عمري ما شفت مثالك في اي مكان ,NOT_OFF,NOT_HS
امواج عاليه تحاول زحزحه شموخك يا بغداد خونه ومارقين عملاء حاقدين فاسدين كلهم من طينه الغدر والخيانه ولكن هيهات ان تسلمي وتركعي امام هولاء الانذال صباح الخير يا عراق صباح الورد يا بغداد صباح الانوار علي قلب كل انسان نقي اسعد اله صباحكم احبتي ,NOT_OFF,NOT_HS
 حبيبي يا علاء يا بن الغالي و الغاليه,NOT_OFF,NOT_HS
 يا ابو ثلاثه يا ابو ثلاثه سري اليل يا ابو ثلاثه الاتحاد النصر ,NOT_OFF,NOT_HS
 يا يزيد يا يزيد ما شاءله عليك ️,NOT_OFF,NOT_HS
ياريت يا وحشين يا بتوع الحوارات يا كلاب ,OFF,NOT_HS
 قويه فيهم ناس كويسه يا عيت ملاءكه انتو ياطيبين يا متحضرين يا نيويوركين يلي مافيش زيكم,NOT_OFF,NOT_HS
 واله من انزه الحكام لكن هم اذا حكم ما يصفر لهم يكون مرتشي حسب رايهم يا تكون معانا يا تكون مرتشي ,NOT_OFF,NOT_HS
يا حسافه الفرحه يا بيب 😂,NOT_OFF,NOT_HS
 الهم يا اله لا تركني يا اله اتبع شيءا ليس لي واحب شيءا لا تحبه لا تجعلني احلم بما اشاء ولكن اجعلني احلم بما ش ,NOT_OFF,NOT_HS
 الاخوان المسلمين في السودان واقفين مع الجيش وبيدعموه تاني يا زكي تاني يا هايف يا تافه بالمليميتر يا حبيبي,OFF,NOT_HS
 تفو عليك يا بقره يا نعال يا واطي يا منحط,OFF,NOT_HS
 من انتم يا حشرات يا عديمي الاصل والاخلاق لتقسموا البشر بطريقتكم الغبيه هذا ان دل يدل علي انكم بلا اصل ولذلك تشكون في اصول الناس وتودون ان كل الناس تصبح مثلكم بلا اصل لكي لا تكونوا الوحيدون,OFF,NOT_HS
اه يا قصر المسافه و يا طول تعبي و الهبوب ان فرع الجرح جمره كاويه اتطوي كني القاع لا هجهج ظبي كل ما اصرد بعيني تضيق الزاويه ,NOT_OFF,NOT_HS
اخص يا اكسو يا مشاهير انتم ,NOT_OFF,NOT_HS
 هم يا يفوزون يا السالفه مغشوشه دلوعين حيل وش زينا امس رضينا وما جدعنا حتسي علي رءيسنا ومدربنا🚶🏻‍♀️,NOT_OFF,NOT_HS
 يا بنتي خدي قلبي يا بنتي مش عوزاه ,NOT_OFF,NOT_HS
يا اويحي يا الكلب تفو سامحوني خاوتي حاشاكم زاد جاني فالبال,OFF,NOT_HS
نمت ساعه وكل شيء احسه يا ارق يا ابن الكلبه مو وقتك ورب البيت مو ناقصتك,OFF,NOT_HS
 الهم اجمعني بمن احب🌹 و انت يا ريان يا رب يسعدك و يوفقك و يسهل امرك,NOT_OFF,NOT_HS
 قدح وجم القط بيحب خناقه قط بسبع ارواح ان غاب يا قط العب يا فار زي القط تاكل و,NOT_OFF,NOT_HS
 يا جماعه نحن بالظبط في الحته دي يا نواصل يا نرجع ونكون قطعنا مشوار عالفاضي اعتصام القياده العامه ,NOT_OFF,NOT_HS
 الهم اجعل قبره روضه من رياض الجنه ولا تجعله حفره من حفر النار واغفر له يا رحمن وارحمه يا رحيم وتجاوز عما تعلم ياعليم امي ,NOT_OFF,NOT_HS
 يا هايف الخصرين يا منور بالبيت يا جيد ريم نافل عن مثيلاته وعيون حور تحي بها وتميت نظرتك تشفي صويب منك ويعاته ارحم رحمك ,NOT_OFF,NOT_HS
 كفايه وساخه با سيبو جروس يكمل شغل علي نضافه وله الحته الاهلاويه ظهرت عندك يا مرتضي يا معرص وعاوز تشت الزمالك ادعم جروس,OFF,NOT_HS
 😁 يا مدحت يا شلبي يا ابو بيضه يا طعميه يا هلالي يا زعيقي يا طاقيه اذا كنت في نشوتك وفوز الهلال نراك تحدث مصري واذا ,OFF,NOT_HS
اسءلك يا ملك يا من الملوك فقراء بين يديه الهم اقضي حواءجنا و حواءج المسلمين اجمعين,NOT_OFF,NOT_HS
كلمه حبيبي فضلت حتي في الفراق يا حبيبي شو نفع البكي فيروز الوحيده الي كلمته بمنتهي الرحمه والحب وقالت اله معك يا هوانا يا مفارقنا حكم الهوي يا هوانا وتفارقنا الوحيده ال بعد سنين فراق قالتله كيفك انت ولا لما قالت ما رح ترجع بعرف ان غيروك يا حبيبي وعذبوني وعذبوك ,NOT_OFF,NOT_HS
الف سلامه يا ساسي بنحبك يا ساسي ان شاء اله ترجع بسرعه واحسن من الاول يا عالمي ,NOT_OFF,NOT_HS
وباسماءك التي غلبت اركان كل شء وبعلمك الذي احاط بكل شء وبنور وجهك الذي اضاء له كل شء يا نور يا قدوس يا اول الاولين ويا اخر الاخرين الهم اغفر لي الذنوب التي تهتك العصم الهم اغفر لي الذنوب التي تنزل النقم الهم اغفر لي الذنوب التي تغير النعم,NOT_OFF,NOT_HS
 الف مليون سلامه عليك يا سهل يا مايسترو وان شاء اله ترجع بسرعه واحسن من الاول,NOT_OFF,NOT_HS
يا عاذرني قبل عذري يا قابلني مثل ما اكون ,NOT_OFF,NOT_HS
يا كسفتك يا حازم حازم 🙃 ,NOT_OFF,NOT_HS
واله ان شاله تشتي تلج برده طلعنا الصيفي وهنلبسه خشي يا بت يا سعديه البسي الشميز الاصفر ,NOT_OFF,NOT_HS
 ستين نيله اما تاخدك يا سافل يا حيوان بالي ملقتش حد يربيك و لا يفهمك دينك جتك خيبه انت داهيه تاخدك,OFF,NOT_HS
علي اتحاد العار ان يستسمح الشوال ان يلعب المباراه بجمهور يا الف خساره يا بلد كل منقول خطوه لامام يجي شويه عاهات يخدونا لوره,OFF,NOT_HS
 اله اله يا بابا وسلام عليك يا بابا 💃🏻💃🏻,NOT_OFF,NOT_HS
 سناب شات يسالوني وانتي اكبر من سوالفهم جميع وانتي اجمل ما خلق ربي بهالكون الوسيع واني اتلاشي بدون عيونك الخجلي اضيع اعذريهم يا لحبيبه اه اه يا اغلي حبيبه ️ ,NOT_OFF,NOT_HS
 اله يبارك فيك يا احمد تسلم يا رب وعقبالك ⁦😍,NOT_OFF,NOT_HS
 كم اشتاق لك يا احلي الورود يا احلي حلم يا فرحه في نفسي تجود انت زمزم ماي عيني امي حبي وانت عمري حتي ماتي 💔,NOT_OFF,NOT_HS
 يا ستي لا يا ستي 😂 ,NOT_OFF,NOT_HS
 نحن مين بالضبط يا زيدان يا متخفي 🌚😂 توتنهام اياكس سيتي ليفربول كلهم خصوم وصلوا مرحله مش بسيطه ومكن يكونوا تهديد لحظوظ البرسا نقول يارب ️,NOT_OFF,NOT_HS
 يا حيا اله يا حيا اله,NOT_OFF,NOT_HS
 الاهلي الهلال والنصر الاتحاد تكفون يا جمهور النصر تكفون يا اوفياء طلبتكم طلبه الحضور ثم الحضور ثم الحضور لا تحرمون نجومك ,NOT_OFF,NOT_HS
يا مغيث يا مغيث يا مغيث اغثني ويسر لي امري وفرج همي واشرح صدري وارحمني برحمتك يارب اغفر جميع ذنوبي التي اعلمها والتي لا اعلمها يارب انت الكريم انت الغفور انت الحي القيوم يارب ان كان هناك ذنب يحول بيني وبين استجابتك لدعاءي فيارب اغفره لي وارزقني من حيث لا احتسب 🌿,NOT_OFF,NOT_HS
 الحين تكتب لي لا تصير عنصري وتكتب هنا خدم حمار انت حمار مثل فريقك تعبت اربيك واربي اشكالك يا صغير الرياضه اش بس الحوش ياله انت وربعك وخل المنصات والبطولات لعمانك بلوك كبر وجهك يا رخيص يا ادعاءي مسوي ضاغط وهو مشخوط في تويتر وفي ارضه ,OFF,HS
اله يلعنكم يا عبيد يا بقايا حجاج روح خذلك موزه يا قرد ✊🏿✊🏿✊🏿يا اسود تفو روحو ارجعو بلادكم الاصلي يا افارقه ختفو يا حمير بس الوم لاعبين ما خبركم تهبطون يا حمير الاتحاد النصر,OFF,HS
 والحب يا اهل الهوي يا ويل من صابه ,NOT_OFF,NOT_HS
 يا رب يا رب يا عالما بالحال عليك الاتكال,NOT_OFF,NOT_HS
 علي شحم يا طاقيه يا عنصري القم بس,OFF,NOT_HS
 بتغيظكم يا ارهابين يا بتوع المناخ التشاءمي 😂,OFF,NOT_HS
انت حاجه جميله يا خلاثي يا ناس ع العثل ربنا يخليكي لاهلك وناسك و افرح بيكي قريب ,NOT_OFF,NOT_HS
يا جمالوا يا جمالوا بشماله حطه له واحد صفر الملكي ابراهيم دي ماريا,NOT_OFF,NOT_HS
 جبال طويق تضرب نفسها امثال بك يا فخر الوطن يا عزه وعلوه بالعزم والهمه السعوديه لقمه ,NOT_OFF,NOT_HS
